M200,m200_msun,z,c200,weight
309736126444075.3,309736126444075.3,0.49570756196316473,6.895792658874571,0.0025
275229145236416.47,275229145236416.47,0.2940023840639257,7.538171931821276,0.0025
203902467972179.88,203902467972179.88,0.5625676793709686,1.8870652073664305,0.0025
358873246979175.6,358873246979175.6,0.5910847074586821,2.0217887007980027,0.0025
402227301734463.5,402227301734463.5,0.2546730739706523,6.083072997351293,0.0025
282788843499062.75,282788843499062.75,0.4691760604750928,2.0276103603234445,0.0025
436643099528332.3,436643099528332.3,0.4025636111484627,1.790774835138325,0.0025
925358017829694.0,925358017829694.0,0.4474798263743567,2.342878557117025,0.0025
212733898172224.8,212733898172224.8,0.322043410863963,4.0275381830177075,0.0025
254797782628594.16,254797782628594.16,0.5819096962294243,2.935995551333357,0.0025
102370352162462.48,102370352162462.48,0.5666687903143423,2.537039701482424,0.0025
482707747125321.75,482707747125321.75,0.4599046046341824,2.2798296701067344,0.0025
257625665071132.28,257625665071132.28,0.619086181045205,2.253315404196396,0.0025
208352892006143.88,208352892006143.88,0.5201264013378069,2.204693765994946,0.0025
118931106920104.64,118931106920104.64,0.3211061305675143,9.150630191213217,0.0025
642062024819899.0,642062024819899.0,0.5053126176123748,3.282113565389448,0.0025
203471420036879.25,203471420036879.25,0.30616760987565017,4.93293602354375,0.0025
362990236349495.56,362990236349495.56,0.5817675451960909,2.4280658342301367,0.0025
131336449034240.06,131336449034240.06,0.44251111335206206,3.131266664210504,0.0025
841262980757209.9,841262980757209.9,0.4222706454682109,2.167140088422858,0.0025
138302148695853.23,138302148695853.23,0.3478605683394088,1.5,0.0025
143571033352908.03,143571033352908.03,0.6333812008011045,1.7886945956564622,0.0025
580891634708897.2,580891634708897.2,0.4268205776896797,1.5,0.0025
695626961635726.1,695626961635726.1,0.38575082667553395,1.5,0.0025
146809432981511.34,146809432981511.34,0.3971799674267656,2.072440521126978,0.0025
233791558313338.2,233791558313338.2,0.5298463778330024,5.428108902576756,0.0025
409961555602641.94,409961555602641.94,0.5048166096546117,2.958260493927506,0.0025
618286969840484.8,618286969840484.8,0.5119098917393983,4.958918380487469,0.0025
197648843702689.44,197648843702689.44,0.5146231504511825,3.7870515321763176,0.0025
256012717325980.5,256012717325980.5,0.7712471401305692,4.0160401044643175,0.0025
418461124838661.3,418461124838661.3,0.3890377475423077,2.150138998014495,0.0025
407574682020729.1,407574682020729.1,0.3731635906392694,3.910631764512576,0.0025
465818070019500.3,465818070019500.3,0.3279340907628184,4.2762989019346405,0.0025
284519838433046.7,284519838433046.7,0.5423969133863243,2.4184018783809917,0.0025
121216255016458.06,121216255016458.06,0.6193458439081337,4.066597272139912,0.0025
674614448523290.5,674614448523290.5,0.4329078813517688,3.739152372337598,0.0025
593152178067520.4,593152178067520.4,0.3239765284556208,2.470435200287362,0.0025
485475827569358.7,485475827569358.7,0.3263278176463141,1.9794307741239483,0.0025
120181724570875.58,120181724570875.58,0.5475889181737051,2.0180641276201974,0.0025
144810163028370.28,144810163028370.28,0.5614881256805163,3.349834286967684,0.0025
420449072808195.0,420449072808195.0,0.5314731402457793,3.415002831477823,0.0025
104430339887849.16,104430339887849.16,0.35017354390669586,2.560963726558973,0.0025
908078240948906.9,908078240948906.9,0.48482419846000796,2.867730712021279,0.0025
196966045097055.25,196966045097055.25,0.46750287137110924,4.107696128638319,0.0025
395941927359325.56,395941927359325.56,0.482803289509352,3.931756803332532,0.0025
637550495903600.0,637550495903600.0,0.5807143166922285,5.397849011847909,0.0025
203331339533023.47,203331339533023.47,0.48353933231620233,5.462349119271459,0.0025
177463060566782.94,177463060566782.94,0.5518370344607842,2.104105095409079,0.0025
308406995238321.56,308406995238321.56,0.46013686042333374,6.289508895889893,0.0025
291042079170598.4,291042079170598.4,0.49336790980349765,2.4975613685162332,0.0025
208804187256083.66,208804187256083.66,0.5446932338757811,4.857197761937009,0.0025
303907776663730.56,303907776663730.56,0.23142662702165004,3.4923510664912505,0.0025
757306465652116.5,757306465652116.5,0.4020493175464048,2.494009902158034,0.0025
232837371932186.94,232837371932186.94,0.3794441018560807,1.556122696867318,0.0025
142861128739683.88,142861128739683.88,0.35416832276349874,3.222122798930874,0.0025
196987940919677.1,196987940919677.1,0.40872866231599747,1.7320158450566019,0.0025
203137386019247.28,203137386019247.28,0.6742411966851594,4.539287298898646,0.0025
127121797090005.83,127121797090005.83,0.3201253326460135,6.629819376343906,0.0025
134530233735572.0,134530233735572.0,0.5952417531887221,2.3138186626021255,0.0025
364654671374423.5,364654671374423.5,0.3997672455021338,3.568067431064492,0.0025
184038201987204.0,184038201987204.0,0.4744129597657509,2.409067051416665,0.0025
818382247486869.9,818382247486869.9,0.5379333497038917,2.1689344346198394,0.0025
155204962633082.66,155204962633082.66,0.5566839869689283,4.435692062107827,0.0025
119978398027189.33,119978398027189.33,0.5690020852799887,3.2240222402648877,0.0025
431158685731361.2,431158685731361.2,0.39769123916273436,6.3886113912459015,0.0025
623768907843636.6,623768907843636.6,0.38064723110031495,2.480275410103839,0.0025
164982941553244.66,164982941553244.66,0.5786963821885731,4.8121365194952155,0.0025
144219543568432.5,144219543568432.5,0.4213043512677578,3.518326068484018,0.0025
140110110397853.03,140110110397853.03,0.2586470514993117,4.987746484690492,0.0025
258527347212706.75,258527347212706.75,0.2800069178994779,2.8079793878487482,0.0025
233179542191386.6,233179542191386.6,0.31208215709975834,3.3012191505240067,0.0025
159616132301751.06,159616132301751.06,0.5245741116080647,3.090256763544609,0.0025
108780225245550.98,108780225245550.98,0.4713638604105848,2.4073193753687665,0.0025
239044715998868.7,239044715998868.7,0.5535728031101652,4.086760612029583,0.0025
833508190626626.5,833508190626626.5,0.3859121030495199,3.8636274820686403,0.0025
339110967577449.44,339110967577449.44,0.47378095366150713,3.9541239325185416,0.0025
245551485763086.88,245551485763086.88,0.5438385590951005,5.877079759296857,0.0025
122549899973720.53,122549899973720.53,0.40359801904196424,6.283220667579615,0.0025
157650477389065.6,157650477389065.6,0.5185162856336117,2.783293696140276,0.0025
169932947709597.03,169932947709597.03,0.35071110884000234,3.984413160148122,0.0025
443933562633181.7,443933562633181.7,0.39554192301523927,2.3948076475594724,0.0025
614931059114563.1,614931059114563.1,0.39273931590025063,3.049624317681848,0.0025
669116438099448.1,669116438099448.1,0.27062405316164406,2.441954458684216,0.0025
930208716744562.0,930208716744562.0,0.5230458721178373,5.473932365577985,0.0025
920972807781530.5,920972807781530.5,0.3795896489695914,3.409644475193108,0.0025
812053320182630.6,812053320182630.6,0.45187411780915315,2.64341694855482,0.0025
114223639823994.34,114223639823994.34,0.5221119988358863,5.4723335510555335,0.0025
128650321595560.03,128650321595560.03,0.5169796764044916,1.5,0.0025
172886374236852.4,172886374236852.4,0.549807766345918,1.5,0.0025
274873833888090.88,274873833888090.88,0.43522717732358646,4.431325734016744,0.0025
119557369151827.0,119557369151827.0,0.386505253193377,3.561126663086664,0.0025
557634878427685.0,557634878427685.0,0.43804226836404014,3.3277975038455243,0.0025
313707427441368.44,313707427441368.44,0.23293312913653694,1.9530873650752867,0.0025
269140066744984.34,269140066744984.34,0.2515950581468397,3.371431757623814,0.0025
135114980280458.84,135114980280458.84,0.3004129758597778,8.127500768368114,0.0025
157879107884137.0,157879107884137.0,0.5099661340085155,4.586746100885215,0.0025
133919278460062.77,133919278460062.77,0.3141781416959909,3.7848397221282575,0.0025
568253443855793.1,568253443855793.1,0.3932756168940916,2.534043013038016,0.0025
292993864247355.1,292993864247355.1,0.6448842446679098,2.5240606614830536,0.0025
411628620631512.2,411628620631512.2,0.3965604043407861,1.5,0.0025
170313415927954.38,170313415927954.38,0.560627335270063,3.548316665040583,0.0025
194875033837383.25,194875033837383.25,0.3099573479985185,4.860256651601554,0.0025
207169368684787.4,207169368684787.4,0.4191843663198555,1.707188823141903,0.0025
438443908052326.5,438443908052326.5,0.3074966917634128,2.433434867250674,0.0025
452821314699799.0,452821314699799.0,0.3991450386149156,1.9139282441459666,0.0025
145430615113477.16,145430615113477.16,0.5760462206186093,2.155951147231918,0.0025
775667390963773.8,775667390963773.8,0.5151635465318786,2.9107211709478458,0.0025
124763129519126.77,124763129519126.77,0.4856603403498417,1.5,0.0025
656412126334482.2,656412126334482.2,0.36087750664548085,3.9169995883622084,0.0025
120297449742188.42,120297449742188.42,0.23309132184173184,5.01311004054337,0.0025
161063476820991.03,161063476820991.03,0.46081942615708044,2.9783520851898957,0.0025
558796923200697.4,558796923200697.4,0.37057609364042965,1.5,0.0025
138560047621664.77,138560047621664.77,0.4849014317032056,2.1977171487104563,0.0025
210510274262131.62,210510274262131.62,0.45327782182851645,5.3999054487590294,0.0025
225174517220787.5,225174517220787.5,0.6902668336981373,1.5,0.0025
155661854927925.66,155661854927925.66,0.41409665587904637,2.914069692004381,0.0025
387377715644800.7,387377715644800.7,0.29647537610672026,1.991223322515053,0.0025
567201951319778.4,567201951319778.4,0.47689134524344745,4.128929786255521,0.0025
610648702032612.6,610648702032612.6,0.4829995025957648,2.217988873333488,0.0025
183986869783260.8,183986869783260.8,0.6538781362860655,3.6449838634364222,0.0025
263063187567234.34,263063187567234.34,0.5752666868871867,3.869581829159594,0.0025
156530743860046.88,156530743860046.88,0.5035306588724264,6.996069787029688,0.0025
155534594956698.75,155534594956698.75,0.6694954336829343,2.861966520909953,0.0025
134143852351571.77,134143852351571.77,0.2716855418515724,4.186356360123657,0.0025
771061507063757.4,771061507063757.4,0.3540372700875379,1.6226721148825929,0.0025
638450390843271.5,638450390843271.5,0.3110136087891713,5.073305372251896,0.0025
458878306546691.7,458878306546691.7,0.3915285295266348,2.2594729635788657,0.0025
256334054306712.38,256334054306712.38,0.2434970778665537,2.7174659254879794,0.0025
243250537073159.38,243250537073159.38,0.5452726420221606,3.080754563934378,0.0025
262490135647149.62,262490135647149.62,0.41666659543518403,1.6838451782793864,0.0025
266056508969337.38,266056508969337.38,0.22937905582460133,3.7779055471313923,0.0025
218840955873036.25,218840955873036.25,0.2976631378188688,5.085218630152406,0.0025
127268835224547.16,127268835224547.16,0.4970270771175293,3.762669942606721,0.0025
125888506144222.34,125888506144222.34,0.5757189851841572,1.6854163971879843,0.0025
809580134845489.0,809580134845489.0,0.749509633753768,2.5186768421491315,0.0025
239290855993359.38,239290855993359.38,0.5121614149913994,4.278060344042942,0.0025
812735770320482.0,812735770320482.0,0.3015692819952204,1.5,0.0025
134699059816590.22,134699059816590.22,0.4901567193515754,2.129016893988212,0.0025
275714275931572.97,275714275931572.97,0.3280588357034511,4.751051750747248,0.0025
145663336678688.25,145663336678688.25,0.3876964109730472,3.818914947268112,0.0025
157859315776092.34,157859315776092.34,0.3581854801410288,4.063797374224521,0.0025
105781272984242.95,105781272984242.95,0.4288813670375422,7.477099391681531,0.0025
124382631213407.05,124382631213407.05,0.6098970346181466,3.918385878951942,0.0025
706472174663296.5,706472174663296.5,0.47355728511680173,3.8184401104562364,0.0025
178224903869328.25,178224903869328.25,0.42620477444419674,10.193187000213083,0.0025
308008088460574.9,308008088460574.9,0.2946519370761283,3.0317030960375653,0.0025
231684480131136.06,231684480131136.06,0.37705381363900037,2.367802411123959,0.0025
205505587494099.72,205505587494099.72,0.4419326173772519,3.889955743055479,0.0025
263601786571966.28,263601786571966.28,0.7151894870369825,3.527399605185112,0.0025
140476315686499.25,140476315686499.25,0.4695411782209329,2.680030700535678,0.0025
947582098913369.8,947582098913369.8,0.5974109266534586,1.7801209988335234,0.0025
513990354793666.56,513990354793666.56,0.3751056602191272,8.034455573422111,0.0025
418354203868089.4,418354203868089.4,0.27225843503744634,3.727299883333509,0.0025
233330768101377.03,233330768101377.03,0.3052324856651442,2.4936087282007655,0.0025
132158735465932.5,132158735465932.5,0.341216090319637,5.113209816369572,0.0025
716435930974596.5,716435930974596.5,0.7692704598652746,2.5467030945625084,0.0025
184669284080705.6,184669284080705.6,0.3267919981163421,3.078289628829548,0.0025
109772573733216.86,109772573733216.86,0.5757733805604518,4.15822700582852,0.0025
185006368872444.88,185006368872444.88,0.31456092328694607,2.0096165605848535,0.0025
480622821147481.1,480622821147481.1,0.5897359519311366,3.353522371472441,0.0025
317732313261221.3,317732313261221.3,0.5077426449158795,6.796221804173037,0.0025
428232253150660.06,428232253150660.06,0.42650431535128647,3.7347814017548657,0.0025
479538250129488.94,479538250129488.94,0.44388562107968493,2.594387742809701,0.0025
146759376124876.94,146759376124876.94,0.35178184568559145,2.7997720837153364,0.0025
724761923771090.5,724761923771090.5,0.5169108302223121,2.4140918908118216,0.0025
220239787225532.7,220239787225532.7,0.381752477948883,2.9744308848795558,0.0025
329163321393360.3,329163321393360.3,0.2661591354349128,2.8463309406000334,0.0025
100435904178774.11,100435904178774.11,0.2583093638520571,5.392621270853091,0.0025
968872190025966.4,968872190025966.4,0.4758881876583179,1.5,0.0025
165798952364678.28,165798952364678.28,0.6868636884615652,4.40463750170682,0.0025
112206280803326.27,112206280803326.27,0.4739987420360158,2.898571169724988,0.0025
228754272090277.34,228754272090277.34,0.4322042510835176,3.7867260290079248,0.0025
126649730030000.69,126649730030000.69,0.49287392094038146,2.0924504076515507,0.0025
132029214483999.52,132029214483999.52,0.6459002612560237,5.510998400066529,0.0025
324370171896339.56,324370171896339.56,0.48290737520457844,5.185443330160181,0.0025
202700711441264.06,202700711441264.06,0.38836091537493944,4.9419342316894115,0.0025
719584463390282.4,719584463390282.4,0.6159433065089833,1.5,0.0025
177470662118565.22,177470662118565.22,0.5143134657692421,4.545025981831377,0.0025
402632312075534.5,402632312075534.5,0.6803633987993988,3.388790406101682,0.0025
229979630825764.16,229979630825764.16,0.4774851655832859,1.6402725817040307,0.0025
344783575323072.4,344783575323072.4,0.266329645241925,3.2824506336185295,0.0025
302583506880093.5,302583506880093.5,0.24477612011315028,3.9305646874910747,0.0025
235117382299415.5,235117382299415.5,0.6976391898346874,3.756651645681987,0.0025
802435740874147.9,802435740874147.9,0.7085498581174946,2.887514761483976,0.0025
185109268949952.22,185109268949952.22,0.4230721180076099,3.7313300821995097,0.0025
138006463226328.56,138006463226328.56,0.39252190182960184,6.307164678354584,0.0025
359262713662171.25,359262713662171.25,0.6692166438363303,4.823620579655887,0.0025
557993684919912.25,557993684919912.25,0.28394314769347684,1.5,0.0025
107797510446035.86,107797510446035.86,0.31579094715662603,3.1479419448758628,0.0025
225078932524650.5,225078932524650.5,0.5464990192033566,2.9220993712038634,0.0025
648276755257263.6,648276755257263.6,0.39080923157106157,1.5,0.0025
426903775699257.4,426903775699257.4,0.4492317199919893,3.178286755425311,0.0025
961804127091353.1,961804127091353.1,0.42548356522132313,4.827891580388909,0.0025
263355928698568.94,263355928698568.94,0.5006361823198401,1.9960221131820484,0.0025
344817896621649.6,344817896621649.6,0.6611222791970576,3.3552779310143,0.0025
172276603607228.78,172276603607228.78,0.4635877360352618,2.2463869870851867,0.0025
794331272384903.0,794331272384903.0,0.5465908189915287,2.1299620866791598,0.0025
193150198299108.8,193150198299108.8,0.4426922397104823,6.039856935783974,0.0025
415113054758032.06,415113054758032.06,0.32351545945606935,2.5534279311233012,0.0025
206519486487226.47,206519486487226.47,0.2671780409364558,4.191123503922051,0.0025
279865794054499.72,279865794054499.72,0.3182771449606874,1.524601779449827,0.0025
396394087172851.1,396394087172851.1,0.3998814838948782,6.76447677968249,0.0025
252011002231055.22,252011002231055.22,0.587385381353402,3.9297064813844766,0.0025
682079991823205.1,682079991823205.1,0.2510410923390654,2.9195293792081145,0.0025
212745119515158.8,212745119515158.8,0.4545947238891626,4.10669121374129,0.0025
335044319381526.44,335044319381526.44,0.37737458499996324,1.7811154474810997,0.0025
184992681485941.9,184992681485941.9,0.40084903584570586,5.439177751103894,0.0025
208427522521026.2,208427522521026.2,0.6004136737956907,2.7090934339173103,0.0025
221086371227827.47,221086371227827.47,0.5307173155505889,2.892985533343194,0.0025
125920794242789.69,125920794242789.69,0.6506097161164116,2.5985050449758655,0.0025
118426992631399.02,118426992631399.02,0.42682414811251496,2.695761115351052,0.0025
350688057671131.1,350688057671131.1,0.34560860824939454,4.291391733153603,0.0025
341382524020898.6,341382524020898.6,0.41642117746792506,3.5005248060883156,0.0025
347082059089918.06,347082059089918.06,0.48637451869068327,4.026620620546101,0.0025
103775821203824.53,103775821203824.53,0.47648600376805667,3.3997714111154393,0.0025
179828002430121.5,179828002430121.5,0.28734178916499503,4.298673512000402,0.0025
143131437941688.75,143131437941688.75,0.46357346724418114,2.8035175755689723,0.0025
459850265354840.44,459850265354840.44,0.48423424952083577,7.56847581093295,0.0025
583915603162108.0,583915603162108.0,0.7315266916922505,1.5,0.0025
156053640122091.4,156053640122091.4,0.322013497416177,5.857003321293628,0.0025
350973286919046.6,350973286919046.6,0.4068924957676236,5.554696292693027,0.0025
126725194245399.53,126725194245399.53,0.23048369972444954,2.567780504215614,0.0025
164119479001947.66,164119479001947.66,0.361393947905477,8.593024173981975,0.0025
128848327453613.0,128848327453613.0,0.4973407505385511,5.028790671661165,0.0025
166572381540317.06,166572381540317.06,0.630878043133235,4.68031301455983,0.0025
356512608102334.5,356512608102334.5,0.3406374243384587,3.2565368832369326,0.0025
690009995811656.8,690009995811656.8,0.35187803398983053,2.772154537276649,0.0025
144330441294678.03,144330441294678.03,0.42560011191826386,3.093599175565846,0.0025
268987134416631.56,268987134416631.56,0.29063783822106554,3.9449601781102075,0.0025
379296460808388.06,379296460808388.06,0.37058408589508895,5.6644306898617405,0.0025
811799970321883.5,811799970321883.5,0.3184708832748618,3.2638659463423347,0.0025
309270547452376.44,309270547452376.44,0.43586061686211647,2.1618798967829704,0.0025
158397070311172.6,158397070311172.6,0.22994321319135144,5.050039331427879,0.0025
319631053285688.75,319631053285688.75,0.7693870668042447,4.1769811011754765,0.0025
177893799870811.66,177893799870811.66,0.25688661280889535,4.614011445993512,0.0025
895689263087956.6,895689263087956.6,0.2854821632318041,4.138759268149009,0.0025
205214504594630.53,205214504594630.53,0.7255370292481971,2.676551934977616,0.0025
365386226546165.9,365386226546165.9,0.27426500567619877,2.2385217052161255,0.0025
104447356525737.08,104447356525737.08,0.3947626564817954,2.4442480543399934,0.0025
205359151740241.34,205359151740241.34,0.5012333326410764,1.62314533749227,0.0025
611710872358022.5,611710872358022.5,0.7093046466608388,3.027459518940994,0.0025
309380022609261.4,309380022609261.4,0.3019714382357644,3.190346189965508,0.0025
222697355747007.5,222697355747007.5,0.41320832310868355,2.722198988745003,0.0025
758932364417233.5,758932364417233.5,0.5666006364092616,1.5,0.0025
571880266191797.8,571880266191797.8,0.5152149111699929,1.7416824003571258,0.0025
178442248691530.34,178442248691530.34,0.3935765893154851,5.330974972556792,0.0025
270314910604245.12,270314910604245.12,0.42992655532259383,2.4266962211792786,0.0025
242885016709760.03,242885016709760.03,0.24376562874450275,3.9987877226344932,0.0025
